athleteid,lastname,firstname,birthdate,gender,name,code,eventid,heat,lane,points,reactiontime,swimtime,split,cumswimtime,splitdistance,daytime,round,distance,relaycount,stroke,splitswimtime
251393,TORRES,VICTOR,01/01/1995,M,VIRGIN ISLANDS,ISV,34,2,4,514,0.74,30.01,1,30.01,50,1018,PRE,50,1,BACK,30.01
249471,DOTTO,LUCA,01/01/1990,M,Italy,ITA,19,9,6,883,0.62,48.88,1,23.45,50,1013,PRE,100,1,FREE,23.45
249471,DOTTO,LUCA,01/01/1990,M,Italy,ITA,19,9,6,883,0.62,48.88,2,48.88,100,1013,PRE,100,1,FREE,25.43
249471,DOTTO,LUCA,01/01/1990,M,Italy,ITA,219,2,7,907,0.64,48.46,1,23.21,50,1802,SEM,100,1,FREE,23.21
249471,DOTTO,LUCA,01/01/1990,M,Italy,ITA,219,2,7,907,0.64,48.46,2,48.46,100,1802,SEM,100,1,FREE,25.25
249471,DOTTO,LUCA,01/01/1990,M,Italy,ITA,119,1,8,900,0.67,48.58,1,23.32,50,1833,FIN,100,1,FREE,23.32
249471,DOTTO,LUCA,01/01/1990,M,Italy,ITA,119,1,8,900,0.67,48.58,2,48.58,100,1833,FIN,100,1,FREE,25.26
249471,DOTTO,LUCA,01/01/1990,M,Italy,ITA,27,11,2,811,0.66,22.45,1,22.45,50,1000,PRE,50,1,FREE,22.45
249476,ORSI,MARCO,01/01/1990,M,Italy,ITA,27,10,2,794,0.64,22.61,1,22.61,50,1000,PRE,50,1,FREE,22.61
249479,MAGNINI,FILIPPO,01/01/1982,M,Italy,ITA,19,7,6,876,0.63,49.02,1,24.17,50,1013,PRE,100,1,FREE,24.17
249479,MAGNINI,FILIPPO,01/01/1982,M,Italy,ITA,19,7,6,876,0.63,49.02,2,49.02,100,1013,PRE,100,1,FREE,24.85
249479,MAGNINI,FILIPPO,01/01/1982,M,Italy,ITA,219,2,1,871,0.65,49.12,1,23.68,50,1802,SEM,100,1,FREE,23.68
249479,MAGNINI,FILIPPO,01/01/1982,M,Italy,ITA,219,2,1,871,0.65,49.12,2,49.12,100,1802,SEM,100,1,FREE,25.44
249487,DI GIORGIO,ALEX,01/01/1990,M,Italy,ITA,12,6,0,831,0.71,108.47,1,25.59,50,1047,PRE,200,1,FREE,25.59
249487,DI GIORGIO,ALEX,01/01/1990,M,Italy,ITA,12,6,0,831,0.71,108.47,2,53.03,100,1047,PRE,200,1,FREE,27.44
249487,DI GIORGIO,ALEX,01/01/1990,M,Italy,ITA,12,6,0,831,0.71,108.47,3,81.1,150,1047,PRE,200,1,FREE,28.07
249487,DI GIORGIO,ALEX,01/01/1990,M,Italy,ITA,12,6,0,831,0.71,108.47,4,108.47,200,1047,PRE,200,1,FREE,27.37
249494,BELOTTI,MARCO,01/01/1988,M,Italy,ITA,12,7,0,827,0.74,108.66,1,24.76,50,1047,PRE,200,1,FREE,24.76
249494,BELOTTI,MARCO,01/01/1988,M,Italy,ITA,12,7,0,827,0.74,108.66,2,52.43,100,1047,PRE,200,1,FREE,27.67
249494,BELOTTI,MARCO,01/01/1988,M,Italy,ITA,12,7,0,827,0.74,108.66,3,80.48,150,1047,PRE,200,1,FREE,28.05
249494,BELOTTI,MARCO,01/01/1988,M,Italy,ITA,12,7,0,827,0.74,108.66,4,108.66,200,1047,PRE,200,1,FREE,28.18
249514,PIZZETTI,SAMUEL,01/01/1986,M,Italy,ITA,2,3,2,839,0.8,233.26,1,26.99,50,1016,PRE,400,1,FREE,26.99
249514,PIZZETTI,SAMUEL,01/01/1986,M,Italy,ITA,2,3,2,839,0.8,233.26,2,56.08,100,1016,PRE,400,1,FREE,29.09
249514,PIZZETTI,SAMUEL,01/01/1986,M,Italy,ITA,2,3,2,839,0.8,233.26,3,84.69,150,1016,PRE,400,1,FREE,28.61
249514,PIZZETTI,SAMUEL,01/01/1986,M,Italy,ITA,2,3,2,839,0.8,233.26,4,114.64,200,1016,PRE,400,1,FREE,29.95
249514,PIZZETTI,SAMUEL,01/01/1986,M,Italy,ITA,2,3,2,839,0.8,233.26,5,143.81,250,1016,PRE,400,1,FREE,29.17
249514,PIZZETTI,SAMUEL,01/01/1986,M,Italy,ITA,2,3,2,839,0.8,233.26,6,174,300,1016,PRE,400,1,FREE,30.19
249514,PIZZETTI,SAMUEL,01/01/1986,M,Italy,ITA,2,3,2,839,0.8,233.26,7,203.74,350,1016,PRE,400,1,FREE,29.74
249514,PIZZETTI,SAMUEL,01/01/1986,M,Italy,ITA,2,3,2,839,0.8,233.26,8,233.26,400,1016,PRE,400,1,FREE,29.52
249517,PALTRINIERI,GREGORIO,01/01/1994,M,Italy,ITA,17,3,5,877,0.76,472.33,1,27.11,50,1054,PRE,800,1,FREE,27.11
249517,PALTRINIERI,GREGORIO,01/01/1994,M,Italy,ITA,17,3,5,877,0.76,472.33,2,56.61,100,1054,PRE,800,1,FREE,29.5
249517,PALTRINIERI,GREGORIO,01/01/1994,M,Italy,ITA,17,3,5,877,0.76,472.33,3,86.22,150,1054,PRE,800,1,FREE,29.61
249517,PALTRINIERI,GREGORIO,01/01/1994,M,Italy,ITA,17,3,5,877,0.76,472.33,4,115.98,200,1054,PRE,800,1,FREE,29.76
249517,PALTRINIERI,GREGORIO,01/01/1994,M,Italy,ITA,17,3,5,877,0.76,472.33,5,145.99,250,1054,PRE,800,1,FREE,30.01
249517,PALTRINIERI,GREGORIO,01/01/1994,M,Italy,ITA,17,3,5,877,0.76,472.33,6,175.67,300,1054,PRE,800,1,FREE,29.68
249517,PALTRINIERI,GREGORIO,01/01/1994,M,Italy,ITA,17,3,5,877,0.76,472.33,7,205.6,350,1054,PRE,800,1,FREE,29.93
249517,PALTRINIERI,GREGORIO,01/01/1994,M,Italy,ITA,17,3,5,877,0.76,472.33,8,235.51,400,1054,PRE,800,1,FREE,29.91
249517,PALTRINIERI,GREGORIO,01/01/1994,M,Italy,ITA,17,3,5,877,0.76,472.33,9,265.42,450,1054,PRE,800,1,FREE,29.91
249517,PALTRINIERI,GREGORIO,01/01/1994,M,Italy,ITA,17,3,5,877,0.76,472.33,10,295.25,500,1054,PRE,800,1,FREE,29.83
249517,PALTRINIERI,GREGORIO,01/01/1994,M,Italy,ITA,17,3,5,877,0.76,472.33,11,325.07,550,1054,PRE,800,1,FREE,29.82
249517,PALTRINIERI,GREGORIO,01/01/1994,M,Italy,ITA,17,3,5,877,0.76,472.33,12,354.98,600,1054,PRE,800,1,FREE,29.91
249517,PALTRINIERI,GREGORIO,01/01/1994,M,Italy,ITA,17,3,5,877,0.76,472.33,13,384.92,650,1054,PRE,800,1,FREE,29.94
249517,PALTRINIERI,GREGORIO,01/01/1994,M,Italy,ITA,17,3,5,877,0.76,472.33,14,414.77,700,1054,PRE,800,1,FREE,29.85
249517,PALTRINIERI,GREGORIO,01/01/1994,M,Italy,ITA,17,3,5,877,0.76,472.33,15,443.72,750,1054,PRE,800,1,FREE,28.95
249517,PALTRINIERI,GREGORIO,01/01/1994,M,Italy,ITA,17,3,5,877,0.76,472.33,16,472.33,800,1054,PRE,800,1,FREE,28.61
249517,PALTRINIERI,GREGORIO,01/01/1994,M,Italy,ITA,117,1,1,888,0.79,470.29,1,26.96,50,1929,FIN,800,1,FREE,26.96
249517,PALTRINIERI,GREGORIO,01/01/1994,M,Italy,ITA,117,1,1,888,0.79,470.29,2,56.43,100,1929,FIN,800,1,FREE,29.47
249517,PALTRINIERI,GREGORIO,01/01/1994,M,Italy,ITA,117,1,1,888,0.79,470.29,3,85.55,150,1929,FIN,800,1,FREE,29.12
249517,PALTRINIERI,GREGORIO,01/01/1994,M,Italy,ITA,117,1,1,888,0.79,470.29,4,115.31,200,1929,FIN,800,1,FREE,29.76
249517,PALTRINIERI,GREGORIO,01/01/1994,M,Italy,ITA,117,1,1,888,0.79,470.29,5,144.73,250,1929,FIN,800,1,FREE,29.42
249517,PALTRINIERI,GREGORIO,01/01/1994,M,Italy,ITA,117,1,1,888,0.79,470.29,6,174.7,300,1929,FIN,800,1,FREE,29.97
249517,PALTRINIERI,GREGORIO,01/01/1994,M,Italy,ITA,117,1,1,888,0.79,470.29,7,204.15,350,1929,FIN,800,1,FREE,29.45
249517,PALTRINIERI,GREGORIO,01/01/1994,M,Italy,ITA,117,1,1,888,0.79,470.29,8,234.04,400,1929,FIN,800,1,FREE,29.89
249517,PALTRINIERI,GREGORIO,01/01/1994,M,Italy,ITA,117,1,1,888,0.79,470.29,9,263.7,450,1929,FIN,800,1,FREE,29.66
249517,PALTRINIERI,GREGORIO,01/01/1994,M,Italy,ITA,117,1,1,888,0.79,470.29,10,293.6,500,1929,FIN,800,1,FREE,29.9
249517,PALTRINIERI,GREGORIO,01/01/1994,M,Italy,ITA,117,1,1,888,0.79,470.29,11,323.13,550,1929,FIN,800,1,FREE,29.53
249517,PALTRINIERI,GREGORIO,01/01/1994,M,Italy,ITA,117,1,1,888,0.79,470.29,12,352.76,600,1929,FIN,800,1,FREE,29.63
249517,PALTRINIERI,GREGORIO,01/01/1994,M,Italy,ITA,117,1,1,888,0.79,470.29,13,382.64,650,1929,FIN,800,1,FREE,29.88
249517,PALTRINIERI,GREGORIO,01/01/1994,M,Italy,ITA,117,1,1,888,0.79,470.29,14,412.49,700,1929,FIN,800,1,FREE,29.85
249517,PALTRINIERI,GREGORIO,01/01/1994,M,Italy,ITA,117,1,1,888,0.79,470.29,15,441.48,750,1929,FIN,800,1,FREE,28.99
249517,PALTRINIERI,GREGORIO,01/01/1994,M,Italy,ITA,117,1,1,888,0.79,470.29,16,470.29,800,1929,FIN,800,1,FREE,28.81
249517,PALTRINIERI,GREGORIO,01/01/1994,M,Italy,ITA,36,4,5,926,0.79,897.15,1,27.75,50,1049,PRE,1500,1,FREE,27.75
249517,PALTRINIERI,GREGORIO,01/01/1994,M,Italy,ITA,36,4,5,926,0.79,897.15,2,57.74,100,1049,PRE,1500,1,FREE,29.99
249517,PALTRINIERI,GREGORIO,01/01/1994,M,Italy,ITA,36,4,5,926,0.79,897.15,3,88.01,150,1049,PRE,1500,1,FREE,30.27
249517,PALTRINIERI,GREGORIO,01/01/1994,M,Italy,ITA,36,4,5,926,0.79,897.15,4,118.19,200,1049,PRE,1500,1,FREE,30.18
249517,PALTRINIERI,GREGORIO,01/01/1994,M,Italy,ITA,36,4,5,926,0.79,897.15,5,148.43,250,1049,PRE,1500,1,FREE,30.24
249517,PALTRINIERI,GREGORIO,01/01/1994,M,Italy,ITA,36,4,5,926,0.79,897.15,6,178.78,300,1049,PRE,1500,1,FREE,30.35
249517,PALTRINIERI,GREGORIO,01/01/1994,M,Italy,ITA,36,4,5,926,0.79,897.15,7,209.29,350,1049,PRE,1500,1,FREE,30.51
249517,PALTRINIERI,GREGORIO,01/01/1994,M,Italy,ITA,36,4,5,926,0.79,897.15,8,239.7,400,1049,PRE,1500,1,FREE,30.41
249517,PALTRINIERI,GREGORIO,01/01/1994,M,Italy,ITA,36,4,5,926,0.79,897.15,9,269.98,450,1049,PRE,1500,1,FREE,30.28
249517,PALTRINIERI,GREGORIO,01/01/1994,M,Italy,ITA,36,4,5,926,0.79,897.15,10,300.15,500,1049,PRE,1500,1,FREE,30.17
249517,PALTRINIERI,GREGORIO,01/01/1994,M,Italy,ITA,36,4,5,926,0.79,897.15,11,330.34,550,1049,PRE,1500,1,FREE,30.19
249517,PALTRINIERI,GREGORIO,01/01/1994,M,Italy,ITA,36,4,5,926,0.79,897.15,12,360.39,600,1049,PRE,1500,1,FREE,30.05
249517,PALTRINIERI,GREGORIO,01/01/1994,M,Italy,ITA,36,4,5,926,0.79,897.15,13,390.34,650,1049,PRE,1500,1,FREE,29.95
249517,PALTRINIERI,GREGORIO,01/01/1994,M,Italy,ITA,36,4,5,926,0.79,897.15,14,420.1,700,1049,PRE,1500,1,FREE,29.76
249517,PALTRINIERI,GREGORIO,01/01/1994,M,Italy,ITA,36,4,5,926,0.79,897.15,15,449.94,750,1049,PRE,1500,1,FREE,29.84
249517,PALTRINIERI,GREGORIO,01/01/1994,M,Italy,ITA,36,4,5,926,0.79,897.15,16,479.66,800,1049,PRE,1500,1,FREE,29.72
249517,PALTRINIERI,GREGORIO,01/01/1994,M,Italy,ITA,36,4,5,926,0.79,897.15,17,509.6,850,1049,PRE,1500,1,FREE,29.94
249517,PALTRINIERI,GREGORIO,01/01/1994,M,Italy,ITA,36,4,5,926,0.79,897.15,18,539.35,900,1049,PRE,1500,1,FREE,29.75
249517,PALTRINIERI,GREGORIO,01/01/1994,M,Italy,ITA,36,4,5,926,0.79,897.15,19,569.22,950,1049,PRE,1500,1,FREE,29.87
249517,PALTRINIERI,GREGORIO,01/01/1994,M,Italy,ITA,36,4,5,926,0.79,897.15,20,599.21,1000,1049,PRE,1500,1,FREE,29.99
249517,PALTRINIERI,GREGORIO,01/01/1994,M,Italy,ITA,36,4,5,926,0.79,897.15,21,629.09,1050,1049,PRE,1500,1,FREE,29.88
249517,PALTRINIERI,GREGORIO,01/01/1994,M,Italy,ITA,36,4,5,926,0.79,897.15,22,659.01,1100,1049,PRE,1500,1,FREE,29.92
249517,PALTRINIERI,GREGORIO,01/01/1994,M,Italy,ITA,36,4,5,926,0.79,897.15,23,689.09,1150,1049,PRE,1500,1,FREE,30.08
249517,PALTRINIERI,GREGORIO,01/01/1994,M,Italy,ITA,36,4,5,926,0.79,897.15,24,719.03,1200,1049,PRE,1500,1,FREE,29.94
249517,PALTRINIERI,GREGORIO,01/01/1994,M,Italy,ITA,36,4,5,926,0.79,897.15,25,748.93,1250,1049,PRE,1500,1,FREE,29.9
249517,PALTRINIERI,GREGORIO,01/01/1994,M,Italy,ITA,36,4,5,926,0.79,897.15,26,778.86,1300,1049,PRE,1500,1,FREE,29.93
249517,PALTRINIERI,GREGORIO,01/01/1994,M,Italy,ITA,36,4,5,926,0.79,897.15,27,808.59,1350,1049,PRE,1500,1,FREE,29.73
249517,PALTRINIERI,GREGORIO,01/01/1994,M,Italy,ITA,36,4,5,926,0.79,897.15,28,838.48,1400,1049,PRE,1500,1,FREE,29.89
249517,PALTRINIERI,GREGORIO,01/01/1994,M,Italy,ITA,36,4,5,926,0.79,897.15,29,867.71,1450,1049,PRE,1500,1,FREE,29.23
249517,PALTRINIERI,GREGORIO,01/01/1994,M,Italy,ITA,36,4,5,926,0.79,897.15,30,897.15,1500,1049,PRE,1500,1,FREE,29.44
249517,PALTRINIERI,GREGORIO,01/01/1994,M,Italy,ITA,136,1,6,952,0.82,885.37,1,27.76,50,1846,FIN,1500,1,FREE,27.76
249517,PALTRINIERI,GREGORIO,01/01/1994,M,Italy,ITA,136,1,6,952,0.82,885.37,2,57.17,100,1846,FIN,1500,1,FREE,29.41
249517,PALTRINIERI,GREGORIO,01/01/1994,M,Italy,ITA,136,1,6,952,0.82,885.37,3,87.22,150,1846,FIN,1500,1,FREE,30.05
249517,PALTRINIERI,GREGORIO,01/01/1994,M,Italy,ITA,136,1,6,952,0.82,885.37,4,117.02,200,1846,FIN,1500,1,FREE,29.8
249517,PALTRINIERI,GREGORIO,01/01/1994,M,Italy,ITA,136,1,6,952,0.82,885.37,5,146.91,250,1846,FIN,1500,1,FREE,29.89
249517,PALTRINIERI,GREGORIO,01/01/1994,M,Italy,ITA,136,1,6,952,0.82,885.37,6,176.5,300,1846,FIN,1500,1,FREE,29.59
249517,PALTRINIERI,GREGORIO,01/01/1994,M,Italy,ITA,136,1,6,952,0.82,885.37,7,206.34,350,1846,FIN,1500,1,FREE,29.84
249517,PALTRINIERI,GREGORIO,01/01/1994,M,Italy,ITA,136,1,6,952,0.82,885.37,8,235.81,400,1846,FIN,1500,1,FREE,29.47
249517,PALTRINIERI,GREGORIO,01/01/1994,M,Italy,ITA,136,1,6,952,0.82,885.37,9,265.61,450,1846,FIN,1500,1,FREE,29.8
249517,PALTRINIERI,GREGORIO,01/01/1994,M,Italy,ITA,136,1,6,952,0.82,885.37,10,295.45,500,1846,FIN,1500,1,FREE,29.84
249517,PALTRINIERI,GREGORIO,01/01/1994,M,Italy,ITA,136,1,6,952,0.82,885.37,11,325.13,550,1846,FIN,1500,1,FREE,29.68
249517,PALTRINIERI,GREGORIO,01/01/1994,M,Italy,ITA,136,1,6,952,0.82,885.37,12,354.7,600,1846,FIN,1500,1,FREE,29.57
249517,PALTRINIERI,GREGORIO,01/01/1994,M,Italy,ITA,136,1,6,952,0.82,885.37,13,384.17,650,1846,FIN,1500,1,FREE,29.47
249517,PALTRINIERI,GREGORIO,01/01/1994,M,Italy,ITA,136,1,6,952,0.82,885.37,14,413.95,700,1846,FIN,1500,1,FREE,29.78
249517,PALTRINIERI,GREGORIO,01/01/1994,M,Italy,ITA,136,1,6,952,0.82,885.37,15,443.47,750,1846,FIN,1500,1,FREE,29.52
249517,PALTRINIERI,GREGORIO,01/01/1994,M,Italy,ITA,136,1,6,952,0.82,885.37,16,473.16,800,1846,FIN,1500,1,FREE,29.69
249517,PALTRINIERI,GREGORIO,01/01/1994,M,Italy,ITA,136,1,6,952,0.82,885.37,17,502.59,850,1846,FIN,1500,1,FREE,29.43
249517,PALTRINIERI,GREGORIO,01/01/1994,M,Italy,ITA,136,1,6,952,0.82,885.37,18,532.29,900,1846,FIN,1500,1,FREE,29.7
249517,PALTRINIERI,GREGORIO,01/01/1994,M,Italy,ITA,136,1,6,952,0.82,885.37,19,561.98,950,1846,FIN,1500,1,FREE,29.69
249517,PALTRINIERI,GREGORIO,01/01/1994,M,Italy,ITA,136,1,6,952,0.82,885.37,20,591.66,1000,1846,FIN,1500,1,FREE,29.68
249517,PALTRINIERI,GREGORIO,01/01/1994,M,Italy,ITA,136,1,6,952,0.82,885.37,21,621.26,1050,1846,FIN,1500,1,FREE,29.6
249517,PALTRINIERI,GREGORIO,01/01/1994,M,Italy,ITA,136,1,6,952,0.82,885.37,22,651.01,1100,1846,FIN,1500,1,FREE,29.75
249517,PALTRINIERI,GREGORIO,01/01/1994,M,Italy,ITA,136,1,6,952,0.82,885.37,23,680.64,1150,1846,FIN,1500,1,FREE,29.63
249517,PALTRINIERI,GREGORIO,01/01/1994,M,Italy,ITA,136,1,6,952,0.82,885.37,24,710.4,1200,1846,FIN,1500,1,FREE,29.76
249517,PALTRINIERI,GREGORIO,01/01/1994,M,Italy,ITA,136,1,6,952,0.82,885.37,25,739.97,1250,1846,FIN,1500,1,FREE,29.57
249517,PALTRINIERI,GREGORIO,01/01/1994,M,Italy,ITA,136,1,6,952,0.82,885.37,26,769.75,1300,1846,FIN,1500,1,FREE,29.78
249517,PALTRINIERI,GREGORIO,01/01/1994,M,Italy,ITA,136,1,6,952,0.82,885.37,27,799.01,1350,1846,FIN,1500,1,FREE,29.26
249517,PALTRINIERI,GREGORIO,01/01/1994,M,Italy,ITA,136,1,6,952,0.82,885.37,28,828.52,1400,1846,FIN,1500,1,FREE,29.51
249517,PALTRINIERI,GREGORIO,01/01/1994,M,Italy,ITA,136,1,6,952,0.82,885.37,29,857.44,1450,1846,FIN,1500,1,FREE,28.92
249517,PALTRINIERI,GREGORIO,01/01/1994,M,Italy,ITA,136,1,6,952,0.82,885.37,30,885.37,1500,1846,FIN,1500,1,FREE,27.93
249527,DETTI,GABRIELE,01/01/1994,M,Italy,ITA,2,4,2,878,0.77,229.78,1,26.65,50,1016,PRE,400,1,FREE,26.65
249527,DETTI,GABRIELE,01/01/1994,M,Italy,ITA,2,4,2,878,0.77,229.78,2,55.43,100,1016,PRE,400,1,FREE,28.78
249527,DETTI,GABRIELE,01/01/1994,M,Italy,ITA,2,4,2,878,0.77,229.78,3,84.16,150,1016,PRE,400,1,FREE,28.73
249527,DETTI,GABRIELE,01/01/1994,M,Italy,ITA,2,4,2,878,0.77,229.78,4,113.65,200,1016,PRE,400,1,FREE,29.49
249527,DETTI,GABRIELE,01/01/1994,M,Italy,ITA,2,4,2,878,0.77,229.78,5,142.96,250,1016,PRE,400,1,FREE,29.31
249527,DETTI,GABRIELE,01/01/1994,M,Italy,ITA,2,4,2,878,0.77,229.78,6,172.5,300,1016,PRE,400,1,FREE,29.54
249527,DETTI,GABRIELE,01/01/1994,M,Italy,ITA,2,4,2,878,0.77,229.78,7,201.52,350,1016,PRE,400,1,FREE,29.02
249527,DETTI,GABRIELE,01/01/1994,M,Italy,ITA,2,4,2,878,0.77,229.78,8,229.78,400,1016,PRE,400,1,FREE,28.26
249527,DETTI,GABRIELE,01/01/1994,M,Italy,ITA,17,2,5,856,0.79,476.15,1,27.66,50,1054,PRE,800,1,FREE,27.66
249527,DETTI,GABRIELE,01/01/1994,M,Italy,ITA,17,2,5,856,0.79,476.15,2,57.43,100,1054,PRE,800,1,FREE,29.77
249527,DETTI,GABRIELE,01/01/1994,M,Italy,ITA,17,2,5,856,0.79,476.15,3,87.47,150,1054,PRE,800,1,FREE,30.04
249527,DETTI,GABRIELE,01/01/1994,M,Italy,ITA,17,2,5,856,0.79,476.15,4,117.66,200,1054,PRE,800,1,FREE,30.19
249527,DETTI,GABRIELE,01/01/1994,M,Italy,ITA,17,2,5,856,0.79,476.15,5,147.69,250,1054,PRE,800,1,FREE,30.03
249527,DETTI,GABRIELE,01/01/1994,M,Italy,ITA,17,2,5,856,0.79,476.15,6,177.92,300,1054,PRE,800,1,FREE,30.23
249527,DETTI,GABRIELE,01/01/1994,M,Italy,ITA,17,2,5,856,0.79,476.15,7,207.98,350,1054,PRE,800,1,FREE,30.06
249527,DETTI,GABRIELE,01/01/1994,M,Italy,ITA,17,2,5,856,0.79,476.15,8,238.18,400,1054,PRE,800,1,FREE,30.2
249527,DETTI,GABRIELE,01/01/1994,M,Italy,ITA,17,2,5,856,0.79,476.15,9,268.17,450,1054,PRE,800,1,FREE,29.99
249527,DETTI,GABRIELE,01/01/1994,M,Italy,ITA,17,2,5,856,0.79,476.15,10,298.36,500,1054,PRE,800,1,FREE,30.19
249527,DETTI,GABRIELE,01/01/1994,M,Italy,ITA,17,2,5,856,0.79,476.15,11,328.53,550,1054,PRE,800,1,FREE,30.17
249527,DETTI,GABRIELE,01/01/1994,M,Italy,ITA,17,2,5,856,0.79,476.15,12,358.33,600,1054,PRE,800,1,FREE,29.8
249527,DETTI,GABRIELE,01/01/1994,M,Italy,ITA,17,2,5,856,0.79,476.15,13,388.04,650,1054,PRE,800,1,FREE,29.71
249527,DETTI,GABRIELE,01/01/1994,M,Italy,ITA,17,2,5,856,0.79,476.15,14,417.72,700,1054,PRE,800,1,FREE,29.68
249527,DETTI,GABRIELE,01/01/1994,M,Italy,ITA,17,2,5,856,0.79,476.15,15,447.15,750,1054,PRE,800,1,FREE,29.43
249527,DETTI,GABRIELE,01/01/1994,M,Italy,ITA,17,2,5,856,0.79,476.15,16,476.15,800,1054,PRE,800,1,FREE,29
249527,DETTI,GABRIELE,01/01/1994,M,Italy,ITA,36,2,3,864,0.77,918.04,1,27.88,50,1049,PRE,1500,1,FREE,27.88
249527,DETTI,GABRIELE,01/01/1994,M,Italy,ITA,36,2,3,864,0.77,918.04,2,58.75,100,1049,PRE,1500,1,FREE,30.87
249527,DETTI,GABRIELE,01/01/1994,M,Italy,ITA,36,2,3,864,0.77,918.04,3,89.52,150,1049,PRE,1500,1,FREE,30.77
249527,DETTI,GABRIELE,01/01/1994,M,Italy,ITA,36,2,3,864,0.77,918.04,4,120.29,200,1049,PRE,1500,1,FREE,30.77
249527,DETTI,GABRIELE,01/01/1994,M,Italy,ITA,36,2,3,864,0.77,918.04,5,150.8,250,1049,PRE,1500,1,FREE,30.51
249527,DETTI,GABRIELE,01/01/1994,M,Italy,ITA,36,2,3,864,0.77,918.04,6,181.78,300,1049,PRE,1500,1,FREE,30.98
249527,DETTI,GABRIELE,01/01/1994,M,Italy,ITA,36,2,3,864,0.77,918.04,7,212.37,350,1049,PRE,1500,1,FREE,30.59
249527,DETTI,GABRIELE,01/01/1994,M,Italy,ITA,36,2,3,864,0.77,918.04,8,243.11,400,1049,PRE,1500,1,FREE,30.74
249527,DETTI,GABRIELE,01/01/1994,M,Italy,ITA,36,2,3,864,0.77,918.04,9,273.64,450,1049,PRE,1500,1,FREE,30.53
249527,DETTI,GABRIELE,01/01/1994,M,Italy,ITA,36,2,3,864,0.77,918.04,10,304.42,500,1049,PRE,1500,1,FREE,30.78
249527,DETTI,GABRIELE,01/01/1994,M,Italy,ITA,36,2,3,864,0.77,918.04,11,334.93,550,1049,PRE,1500,1,FREE,30.51
249527,DETTI,GABRIELE,01/01/1994,M,Italy,ITA,36,2,3,864,0.77,918.04,12,365.58,600,1049,PRE,1500,1,FREE,30.65
249527,DETTI,GABRIELE,01/01/1994,M,Italy,ITA,36,2,3,864,0.77,918.04,13,395.97,650,1049,PRE,1500,1,FREE,30.39
249527,DETTI,GABRIELE,01/01/1994,M,Italy,ITA,36,2,3,864,0.77,918.04,14,426.61,700,1049,PRE,1500,1,FREE,30.64
249527,DETTI,GABRIELE,01/01/1994,M,Italy,ITA,36,2,3,864,0.77,918.04,15,456.89,750,1049,PRE,1500,1,FREE,30.28
249527,DETTI,GABRIELE,01/01/1994,M,Italy,ITA,36,2,3,864,0.77,918.04,16,487.49,800,1049,PRE,1500,1,FREE,30.6
249527,DETTI,GABRIELE,01/01/1994,M,Italy,ITA,36,2,3,864,0.77,918.04,17,518.06,850,1049,PRE,1500,1,FREE,30.57
249527,DETTI,GABRIELE,01/01/1994,M,Italy,ITA,36,2,3,864,0.77,918.04,18,548.89,900,1049,PRE,1500,1,FREE,30.83
249527,DETTI,GABRIELE,01/01/1994,M,Italy,ITA,36,2,3,864,0.77,918.04,19,579.55,950,1049,PRE,1500,1,FREE,30.66
249527,DETTI,GABRIELE,01/01/1994,M,Italy,ITA,36,2,3,864,0.77,918.04,20,610.45,1000,1049,PRE,1500,1,FREE,30.9
249527,DETTI,GABRIELE,01/01/1994,M,Italy,ITA,36,2,3,864,0.77,918.04,21,641.08,1050,1049,PRE,1500,1,FREE,30.63
249527,DETTI,GABRIELE,01/01/1994,M,Italy,ITA,36,2,3,864,0.77,918.04,22,672.05,1100,1049,PRE,1500,1,FREE,30.97
249527,DETTI,GABRIELE,01/01/1994,M,Italy,ITA,36,2,3,864,0.77,918.04,23,702.83,1150,1049,PRE,1500,1,FREE,30.78
249527,DETTI,GABRIELE,01/01/1994,M,Italy,ITA,36,2,3,864,0.77,918.04,24,733.43,1200,1049,PRE,1500,1,FREE,30.6
249527,DETTI,GABRIELE,01/01/1994,M,Italy,ITA,36,2,3,864,0.77,918.04,25,764.37,1250,1049,PRE,1500,1,FREE,30.94
249527,DETTI,GABRIELE,01/01/1994,M,Italy,ITA,36,2,3,864,0.77,918.04,26,795.34,1300,1049,PRE,1500,1,FREE,30.97
249527,DETTI,GABRIELE,01/01/1994,M,Italy,ITA,36,2,3,864,0.77,918.04,27,826.13,1350,1049,PRE,1500,1,FREE,30.79
249527,DETTI,GABRIELE,01/01/1994,M,Italy,ITA,36,2,3,864,0.77,918.04,28,857.02,1400,1049,PRE,1500,1,FREE,30.89
249527,DETTI,GABRIELE,01/01/1994,M,Italy,ITA,36,2,3,864,0.77,918.04,29,887.79,1450,1049,PRE,1500,1,FREE,30.77
249527,DETTI,GABRIELE,01/01/1994,M,Italy,ITA,36,2,3,864,0.77,918.04,30,918.04,1500,1049,PRE,1500,1,FREE,30.25
249529,PESCE,MATTIA,01/01/1989,M,Italy,ITA,6,7,7,915,0.67,60.32,1,28.36,50,1147,PRE,100,1,BREAST,28.36
249529,PESCE,MATTIA,01/01/1989,M,Italy,ITA,6,7,7,915,0.67,60.32,2,60.32,100,1147,PRE,100,1,BREAST,31.96
249529,PESCE,MATTIA,01/01/1989,M,Italy,ITA,206,1,1,883,0.64,61.06,1,27.4,50,1906,SEM,100,1,BREAST,27.4
